TAS7x00 Report File,,,,,,,
488,0.976,-0.00050447,-0.00033104,,,,
489,0.978,-0.000502563,-0.000310297,,,,
490,0.98,-0.000535942,-0.000310774,,,,
491,0.982,-0.000548339,-0.000270005,,,,
492,0.984,-0.000574565,-0.000273819,,,,
493,0.986,-0.000527359,-0.000244971,,,,
494,0.988,-0.000513054,-0.00021493,,,,
495,0.99,-0.000516391,-0.000218745,,,,
496,0.992,-0.000490165,-0.000188704,,,,
497,0.994,-0.000423408,-0.000212784,,,,
498,0.996,-0.000410534,-0.000193234,,,,
499,0.998,-0.000359035,-0.000224944,,,,
